MS Zoning,Street,Land Contour,Neighborhood,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Foundation,1st Flr SF,Gr Liv Area,Kitchen Qual,Garage Cars,SalePrice
RL,Pave,Lvl,SawyerW,1Fam,2Story,6,1995,2002,PConc,1093,2814,Gd,2,260000
RL,Pave,Lvl,SawyerW,1Fam,1Story,7,1994,1994,PConc,1626,1626,Gd,2,226500
RL,Pave,Lvl,SawyerW,1Fam,2Story,7,1993,1994,PConc,1101,2200,Gd,2,225000
RL,Pave,Lvl,SawyerW,1Fam,SLvl,7,1996,1996,PConc,1302,2037,Gd,2,229000
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,2007,2007,PConc,628,1356,Gd,2,177439
RL,Pave,Lvl,CollgCr,1Fam,1Story,8,2007,2007,PConc,1615,1615,Gd,3,248500
RL,Pave,Lvl,CollgCr,1Fam,1Story,9,2008,2008,PConc,2276,2276,Ex,3,475000
RL,Pave,Lvl,CollgCr,1Fam,1Story,9,2008,2008,PConc,1766,1766,Ex,3,395039
RL,Pave,Lvl,SawyerW,1Fam,2Story,7,1993,1993,PConc,1080,2097,Gd,3,228000
RL,Pave,Lvl,SawyerW,1Fam,SLvl,8,1995,1995,PConc,1511,1511,Gd,3,225000
RL,Pave,Bnk,ClearCr,1Fam,1Story,6,1966,1966,CBlock,1643,1643,TA,2,195000
RL,Pave,HLS,ClearCr,1Fam,2Story,6,1997,1997,PConc,616,1688,Gd,2,200000
RL,Pave,Low,CollgCr,1Fam,1Story,5,1994,1994,PConc,990,990,TA,2,155000
RL,Pave,Lvl,CollgCr,1Fam,1Story,5,1995,2006,PConc,1099,1099,Gd,1,144000
RL,Pave,Lvl,CollgCr,1Fam,1Story,5,1994,1995,PConc,990,990,TA,2,145000
RL,Pave,Lvl,CollgCr,1Fam,1Story,7,1997,1998,PConc,1418,1418,Gd,2,226001
RL,Pave,Lvl,CollgCr,1Fam,2Story,6,1997,1997,PConc,872,1771,Gd,2,215700
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,2000,2000,PConc,782,1652,Gd,2,207500
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,1999,1999,PConc,882,1790,Gd,2,193000
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,1998,1999,PConc,880,1724,Gd,2,188000
RL,Pave,Lvl,CollgCr,1Fam,1Story,7,1999,2000,PConc,1479,1479,Gd,2,191000
RL,Pave,Lvl,CollgCr,1Fam,1Story,7,2002,2002,PConc,1494,1494,Gd,2,221000
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,2001,2001,PConc,963,1792,Gd,2,231500
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,2000,2001,PConc,928,1823,Gd,2,235000
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,2001,2002,PConc,920,1786,Gd,2,223500
RL,Pave,Lvl,CollgCr,1Fam,1Story,5,1975,1980,CBlock,938,938,TA,1,130250
RL,Pave,Lvl,CollgCr,1Fam,SLvl,5,1977,1977,CBlock,985,985,TA,1,149900
RL,Pave,Lvl,CollgCr,1Fam,1Story,5,1978,1978,CBlock,1174,1174,TA,2,158000
RL,Pave,Low,CollgCr,1Fam,SLvl,6,1978,1978,CBlock,1026,1026,TA,2,147000
RL,Pave,Lvl,CollgCr,1Fam,1Story,5,1975,1975,CBlock,1076,1076,TA,2,143195
RL,Pave,Lvl,CollgCr,1Fam,1Story,5,1975,2001,CBlock,1558,1558,TA,2,163000
RL,Pave,Lvl,CollgCr,1Fam,1Story,5,1975,1975,CBlock,924,924,TA,1,110000
RL,Pave,Lvl,CollgCr,1Fam,1Story,5,1972,1972,CBlock,864,864,TA,1,127000
RL,Pave,Bnk,CollgCr,1Fam,1Story,5,1972,1972,CBlock,780,780,TA,1,124900
RL,Pave,Lvl,CollgCr,1Fam,1Story,8,2002,2002,PConc,1795,1795,Gd,2,230000
RL,Pave,Lvl,CollgCr,1Fam,2Story,8,2002,2002,PConc,1128,2031,Gd,2,237000
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,2000,2000,PConc,992,1865,Gd,3,235000
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,2001,2001,PConc,1290,2161,Gd,2,230500
RL,Pave,Lvl,CollgCr,1Fam,2Story,8,1999,2000,PConc,1004,1852,Gd,3,230000
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,1998,1999,PConc,1153,2031,Gd,2,222500
RL,Pave,Lvl,CollgCr,1Fam,2Story,8,2001,2002,PConc,1055,2263,Gd,2,287000
RL,Pave,Lvl,CollgCr,1Fam,2Story,9,2001,2002,PConc,1366,1947,Gd,3,274000
RL,Pave,Lvl,CollgCr,1Fam,1Story,8,2002,2003,PConc,1786,1786,Gd,3,300000
RL,Pave,Lvl,CollgCr,1Fam,2Story,8,2002,2002,PConc,1149,2290,Gd,2,255900
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,2003,2003,PConc,884,1768,Gd,2,224900
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,2003,2003,PConc,1129,2327,Gd,2,240000
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,2003,2003,PConc,798,1640,Gd,2,183000
RL,Pave,Lvl,CollgCr,1Fam,2Story,8,1999,2000,PConc,886,1764,Gd,2,207000
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,1994,1995,PConc,933,1908,Gd,2,210000
RM,Pave,Lvl,CollgCr,TwnhsE,1Story,6,2003,2003,PConc,848,848,Gd,2,136500
RM,Pave,Lvl,CollgCr,TwnhsE,1Story,6,2004,2004,PConc,848,848,Gd,2,145000
RL,Pave,Lvl,CollgCr,1Fam,1Story,6,1997,1998,PConc,1493,1493,Gd,2,208900
RM,Pave,Lvl,CollgCr,Duplex,SFoyer,6,1997,1998,PConc,1838,1838,TA,3,185000
RL,Pave,Lvl,CollgCr,1Fam,1Story,7,2002,2003,PConc,1536,1536,Gd,2,214000
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,2003,2003,PConc,856,1710,Gd,2,208500
RL,Pave,Lvl,CollgCr,1Fam,1Story,7,2004,2004,PConc,1445,1445,Gd,2,186500
RL,Pave,Lvl,CollgCr,1Fam,1Story,7,2004,2004,PConc,1436,1436,Gd,2,210000
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,2004,2004,PConc,770,1582,Gd,2,185900
RL,Pave,Lvl,CollgCr,1Fam,1Story,8,2007,2007,PConc,1234,1234,Gd,2,179900
RL,Pave,Lvl,CollgCr,1Fam,1Story,7,2007,2007,PConc,1564,1564,Gd,3,218836
RL,Pave,Lvl,CollgCr,1Fam,1Story,7,2007,2007,PConc,1361,1361,Gd,2,193000
RL,Pave,Lvl,CollgCr,1Fam,2Story,7,2005,2005,PConc,728,1456,Gd,2,189000
RM,Pave,Lvl,CollgCr,TwnhsE,1Story,6,2004,2004,PConc,848,848,Gd,2,149300
RM,Pave,Lvl,CollgCr,TwnhsE,1Story,6,2004,2004,PConc,848,848,Gd,2,141000
RM,Pave,Lvl,CollgCr,TwnhsE,1Story,6,2004,2004,PConc,848,848,Gd,2,149000
RM,Pave,Lvl,CollgCr,TwnhsE,1Story,6,2004,2004,PConc,848,848,Gd,2,144500
RL,Pave,Lvl,Edwards,1Fam,1Story,5,1910,1950,CBlock,796,796,TA,0,85000
RL,Pave,Lvl,Edwards,Duplex,1.5Fin,5,1900,2003,CBlock,1272,2200,TA,0,145900
RL,Pave,Lvl,Edwards,1Fam,1Story,5,1966,1966,CBlock,1092,1092,TA,1,123000
RL,Pave,Lvl,Edwards,1Fam,1Story,5,1965,1965,CBlock,1256,1256,TA,1,147500
RL,Pave,Lvl,Edwards,1Fam,SFoyer,5,1976,1976,CBlock,1033,1033,TA,2,165000
RL,Pave,Lvl,Edwards,1Fam,1Story,6,1976,1976,CBlock,1127,1127,TA,2,135000
RL,Pave,Lvl,Edwards,1Fam,1Story,5,1940,1969,CBlock,996,996,TA,0,108000
RL,Pave,Lvl,Edwards,1Fam,SFoyer,4,1972,1972,CBlock,1181,1181,TA,2,137500
RL,Pave,Lvl,Edwards,1Fam,2Story,7,2003,2004,PConc,760,1656,Gd,2,165400
RL,Pave,Lvl,Edwards,1Fam,SLvl,6,1977,1977,CBlock,1117,1117,TA,2,147000
RL,Pave,Lvl,Edwards,1Fam,2Story,6,1976,2001,CBlock,684,1398,TA,2,160500
RL,Pave,Lvl,Edwards,1Fam,1Story,4,2005,2005,PConc,1132,1132,Gd,2,176000
RL,Pave,Lvl,Edwards,1Fam,1Story,5,1959,1996,Slab,3820,3820,Ex,2,284700
RL,Pave,Bnk,Edwards,1Fam,2Story,10,2008,2008,PConc,4692,5642,Ex,2,160000
RM,Pave,Lvl,Edwards,TwnhsE,SLvl,6,2005,2005,PConc,1072,1072,TA,2,148000
RL,Pave,Lvl,Edwards,Duplex,1Story,4,1955,1955,PConc,1152,1152,Fa,0,82000
RL,Pave,Lvl,Edwards,Duplex,1Story,4,1955,1955,PConc,1152,1152,TA,0,82000
RL,Pave,Lvl,Edwards,Duplex,1Story,4,1955,1955,CBlock,1440,1440,Fa,0,118000
RL,Pave,Lvl,Edwards,Duplex,1Story,4,1955,1955,Slab,1152,1152,TA,0,82500
RL,Pave,Lvl,Edwards,2fmCon,1Story,4,1955,1955,CBlock,784,784,TA,0,91900
RL,Pave,Lvl,Edwards,1Fam,1.5Fin,5,1938,2007,PConc,585,1053,Ex,0,120000
RL,Pave,Lvl,Edwards,1Fam,1.5Fin,5,1947,1993,Slab,929,1137,TA,0,96000
RL,Pave,Bnk,Edwards,1Fam,1Story,4,1953,1953,CBlock,930,930,TA,1,99000
RL,Pave,Lvl,Edwards,1Fam,1.5Fin,5,1946,1995,CBlock,768,1200,TA,1,130500
RL,Pave,Lvl,Edwards,1Fam,1.5Fin,4,1954,1972,PConc,997,1470,TA,1,135000
RL,Pave,Lvl,Edwards,1Fam,1.5Fin,5,1955,1955,PConc,872,1393,TA,1,135500
RL,Pave,Bnk,Edwards,1Fam,SLvl,4,1954,1954,CBlock,1204,1204,TA,1,100000
RL,Pave,Lvl,Edwards,1Fam,1.5Fin,4,1923,2008,PConc,949,1292,Gd,1,108000
RL,Pave,Lvl,Edwards,1Fam,1Story,5,1925,1950,CBlock,864,864,TA,0,98000
RL,Pave,Lvl,Edwards,1Fam,1Story,3,1914,1950,BrkTil,864,864,TA,0,67000
RL,Pave,Bnk,SWISU,2fmCon,2Story,5,1912,2000,PConc,936,1716,Fa,0,135900
RH,Pave,Lvl,SWISU,1Fam,2Story,6,1925,1950,BrkTil,810,1482,Fa,1,140000
RL,Pave,Bnk,SWISU,1Fam,2.5Fin,5,1939,1997,PConc,1052,2192,Gd,1,179500
RL,Pave,Bnk,SWISU,1Fam,1.5Fin,6,1925,1950,PConc,1390,1694,TA,2,136500
RL,Pave,Lvl,SWISU,1Fam,1Story,7,1921,1950,BrkTil,1424,1424,TA,1,168000
RH,Pave,Bnk,SWISU,1Fam,2Story,5,1911,1950,PConc,1024,1964,TA,0,130000
RL,Pave,Lvl,SWISU,1Fam,2Story,5,1921,1998,BrkTil,990,2601,TA,2,189000
RL,Pave,Lvl,SWISU,Duplex,2.5Unf,6,1930,1950,BrkTil,960,1920,TA,2,161900
RL,Pave,Bnk,Crawfor,1Fam,2Story,6,1926,1950,BrkTil,672,1316,TA,1,145000
RL,Pave,Bnk,Crawfor,1Fam,2.5Fin,6,1922,1994,BrkTil,1423,2555,TA,2,191000
RL,Pave,Lvl,Crawfor,1Fam,2Story,6,1915,1976,BrkTil,840,1680,TA,1,177000
RL,Pave,Lvl,Crawfor,1Fam,1.5Fin,6,1914,1995,BrkTil,676,1264,TA,2,147500
RL,Pave,Bnk,SWISU,1Fam,1Story,6,1930,1950,BrkTil,790,790,TA,1,91000
RL,Pave,Lvl,Crawfor,1Fam,2Story,8,1925,1997,PConc,798,1512,Gd,1,231000
RL,Pave,Lvl,SWISU,1Fam,1.5Fin,6,1936,1950,BrkTil,1166,1639,TA,1,115000
RL,Pave,HLS,Crawfor,1Fam,2Story,6,1923,1950,BrkTil,819,1603,TA,2,138000
RL,Pave,HLS,Crawfor,1Fam,2Story,7,1931,2000,BrkTil,851,1502,TA,1,149000
RL,Pave,HLS,Crawfor,1Fam,2Story,6,1934,1995,CBlock,849,1660,TA,1,188700
RL,Pave,HLS,Crawfor,1Fam,1.5Fin,5,1937,1995,CBlock,1265,1938,Gd,1,198000
RL,Pave,HLS,Crawfor,1Fam,1.5Fin,5,1938,1950,BrkTil,932,1374,TA,1,110000
RL,Pave,Lvl,Crawfor,1Fam,1Story,6,1951,1951,PConc,1091,1091,TA,1,104000
RL,Pave,HLS,Crawfor,1Fam,2Story,8,1935,1950,PConc,983,1873,TA,2,257076
RL,Pave,Lvl,Crawfor,1Fam,1.5Fin,8,1935,1997,CBlock,1968,3447,Gd,3,381000
RL,Pave,Lvl,Crawfor,1Fam,1.5Fin,7,1939,2006,CBlock,1137,1954,Gd,2,311500
RL,Pave,Bnk,Crawfor,1Fam,1.5Fin,7,1950,2000,CBlock,1218,2161,Gd,2,263400
RL,Pave,Lvl,Crawfor,1Fam,1Story,5,1956,1956,PConc,1898,1898,TA,2,236500
RL,Pave,Low,Crawfor,1Fam,1Story,6,1954,2006,CBlock,1640,1640,Gd,2,224000
RM,Pave,Lvl,Blueste,Twnhs,2Story,6,1980,1980,CBlock,516,1032,TA,2,116500
RM,Pave,Lvl,Blueste,Twnhs,2Story,6,1980,1980,CBlock,716,1556,TA,2,151000
RM,Pave,Lvl,IDOTRR,1Fam,1Story,6,1926,1998,BrkTil,919,919,TA,1,126000
RM,Pave,Lvl,IDOTRR,1Fam,1.5Fin,6,1940,2006,CBlock,760,1090,TA,1,120000
RM,Pave,Lvl,IDOTRR,1Fam,1Story,4,1922,1950,BrkTil,796,796,TA,0,55000
RM,Pave,Lvl,IDOTRR,1Fam,1Story,6,1930,2007,BrkTil,816,816,TA,1,120500
RM,Pave,Lvl,IDOTRR,1Fam,1Story,5,1940,1955,CBlock,778,778,TA,1,120500
RM,Pave,Lvl,IDOTRR,1Fam,1.5Fin,5,1930,1950,CBlock,780,1200,TA,0,119000
RM,Pave,Lvl,IDOTRR,1Fam,SLvl,5,1967,1967,CBlock,1092,1656,TA,1,126000
RM,Pave,Lvl,IDOTRR,1Fam,1Story,5,1930,1995,BrkTil,912,912,TA,1,99500
RM,Pave,Lvl,IDOTRR,1Fam,1.5Fin,5,1958,1958,CBlock,1151,1955,TA,1,165500
A (agr),Pave,Low,IDOTRR,1Fam,1Story,1,1952,1952,Slab,733,733,Fa,2,13100
C (all),Pave,Lvl,IDOTRR,1Fam,2Story,4,1895,1950,Stone,825,1361,TA,1,89000
C (all),Pave,Lvl,IDOTRR,1Fam,2Story,4,1920,1950,BrkTil,649,1317,TA,1,40000
C (all),Pave,Lvl,IDOTRR,1Fam,1.5Fin,4,1910,2000,PConc,671,1049,TA,1,80900
C (all),Grvl,Low,IDOTRR,1Fam,1Story,3,1935,1950,CBlock,894,894,TA,3,81000
C (all),Grvl,Bnk,IDOTRR,1Fam,2Story,4,1920,1950,Stone,432,864,Fa,1,65000
RM,Pave,HLS,Crawfor,TwnhsE,1Story,8,2008,2008,PConc,1652,1652,Gd,2,392500
RM,Pave,HLS,Crawfor,TwnhsE,1Story,8,2007,2008,PConc,1648,1648,Ex,2,294464
RM,Pave,HLS,Crawfor,TwnhsE,1Story,7,2004,2005,PConc,1646,1646,Ex,2,250000
RM,Pave,HLS,Crawfor,TwnhsE,1Story,8,2004,2005,PConc,1646,1646,Gd,2,275000
RL,Pave,Lvl,Mitchel,1Fam,1Story,7,1996,1997,PConc,2032,2032,Gd,3,300000
RL,Pave,Lvl,Mitchel,1Fam,1Story,8,2002,2002,PConc,1689,1689,Gd,3,271000
RL,Pave,Lvl,Mitchel,1Fam,2Story,7,1996,1997,PConc,910,1820,Gd,3,213000
RL,Pave,Lvl,Mitchel,1Fam,SLvl,6,1977,1977,CBlock,1118,1118,TA,1,171000
RL,Pave,Lvl,Mitchel,1Fam,1Story,6,1977,1977,CBlock,1279,1279,TA,2,171500
RL,Pave,Lvl,Mitchel,Duplex,2Story,5,1976,1976,CBlock,936,1872,TA,2,100000
RL,Pave,Lvl,Mitchel,1Fam,1Story,4,1991,1991,PConc,1689,1689,TA,2,228500
RL,Grvl,HLS,Timber,2fmCon,1.5Fin,5,1965,1965,CBlock,1619,1786,TA,2,228950
RL,Pave,Lvl,Timber,TwnhsE,1Story,7,1986,1986,CBlock,1501,1501,Gd,2,241500
RL,Pave,Lvl,Timber,1Fam,1Story,8,1976,1976,CBlock,2898,2898,Gd,2,287000
RL,Pave,HLS,Timber,1Fam,1Story,8,2006,2007,PConc,1537,1537,Gd,3,294000
RL,Pave,HLS,Timber,1Fam,1Story,8,2007,2008,PConc,1646,1646,Gd,3,293077
RL,Pave,HLS,Timber,1Fam,2Story,8,2007,2007,PConc,920,1780,Gd,2,264966
RL,Pave,Lvl,Timber,1Fam,SLvl,5,2006,2007,PConc,712,1442,TA,2,172500
RL,Pave,Lvl,Timber,1Fam,SLvl,5,2006,2007,PConc,754,1394,Gd,2,167500
RL,Pave,HLS,Timber,1Fam,2Story,7,2008,2008,PConc,796,1612,Gd,3,218689
RL,Pave,Lvl,Timber,1Fam,1Story,6,1989,1989,CBlock,1495,1495,TA,2,150000
RL,Pave,Lvl,Timber,1Fam,1Story,6,1986,1986,CBlock,1651,1651,TA,2,184000
RL,Pave,Lvl,Timber,1Fam,1Story,6,1986,1986,CBlock,1256,1256,Gd,2,180000
RL,Pave,Lvl,Timber,1Fam,SLvl,6,1988,1989,CBlock,1509,1509,Gd,2,175000
RL,Pave,Lvl,Timber,1Fam,1Story,8,2003,2003,PConc,1440,1440,Gd,2,232500
RL,Pave,Lvl,Timber,1Fam,1Story,6,1999,2000,PConc,1675,1675,Gd,2,195000
RL,Pave,Lvl,Timber,1Fam,2Story,8,2003,2003,PConc,1482,2262,Gd,3,305000
RL,Pave,HLS,Timber,1Fam,1Story,8,2007,2007,PConc,1728,1728,Gd,2,298751
RL,Pave,Lvl,Timber,1Fam,1Story,8,2005,2006,PConc,1964,1964,Gd,3,370000
RM,Pave,Lvl,Mitchel,Duplex,SFoyer,7,1997,1998,PConc,1344,1344,TA,4,209200
RM,Pave,Lvl,Mitchel,Duplex,SFoyer,7,1997,1998,PConc,1344,1344,TA,4,206300
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,2007,2008,PConc,1092,1092,TA,0,146000
RM,Pave,Lvl,Mitchel,TwnhsE,1Story,6,1997,1997,PConc,1189,1189,TA,2,160500
RL,Pave,Lvl,Mitchel,1Fam,SFoyer,4,1964,1964,CBlock,1200,1200,TA,3,173000
RM,Pave,Lvl,MeadowV,TwnhsE,1Story,5,1975,1975,PConc,1040,1040,TA,2,124000
RM,Pave,Lvl,MeadowV,TwnhsE,2Story,5,1976,1976,PConc,616,1304,TA,1,115000
RM,Pave,Lvl,MeadowV,TwnhsE,2Story,5,1976,1976,PConc,925,1475,TA,1,129500
RM,Pave,Lvl,MeadowV,Twnhs,SFoyer,4,1973,2006,CBlock,526,988,TA,1,105000
RM,Pave,Lvl,MeadowV,Twnhs,SLvl,4,1973,1973,CBlock,526,988,TA,1,94900
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1968,1968,CBlock,1160,1160,Gd,1,152500
RM,Pave,Lvl,MeadowV,Twnhs,2Story,6,1970,2007,CBlock,546,1092,TA,0,98000
RM,Pave,Lvl,MeadowV,Twnhs,SFoyer,4,1972,1972,CBlock,630,630,TA,0,81000
RL,Pave,HLS,Mitchel,1Fam,1Story,5,1954,1954,CBlock,988,988,TA,2,113000
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1983,1983,CBlock,816,816,TA,1,128500
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1984,1985,CBlock,923,923,TA,1,119500
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1982,2008,CBlock,816,816,Gd,1,130500
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1982,2003,PConc,816,816,TA,2,138000
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1982,2005,CBlock,845,845,Gd,1,134500
RL,Pave,Lvl,Mitchel,1Fam,1.5Fin,6,1940,1985,CBlock,983,1750,TA,1,160000
RL,Pave,Lvl,Mitchel,1Fam,1Story,5,1984,1984,CBlock,889,889,TA,2,137500
RL,Pave,Lvl,Mitchel,1Fam,2Story,5,1969,1969,CBlock,1168,1968,TA,2,172000
I (all),Pave,Low,IDOTRR,1Fam,2.5Unf,5,1900,1950,BrkTil,1150,1836,TA,1,103000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1971,1971,CBlock,1587,1587,TA,2,167300
RL,Pave,Lvl,NAmes,1Fam,1Story,7,1970,1970,CBlock,1277,1277,TA,2,167000
RL,Pave,Lvl,NAmes,1Fam,1Story,7,1973,1973,CBlock,2223,2223,TA,2,244000
RL,Pave,Lvl,NAmes,1Fam,1Story,8,1970,1970,PConc,2217,2217,Gd,2,268000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,2003,2003,PConc,847,1733,Gd,2,225000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1995,1996,PConc,806,1572,TA,2,168000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1997,1997,PConc,794,1470,TA,2,177000
RL,Pave,HLS,Gilbert,1Fam,2Story,6,1997,1997,PConc,916,1600,TA,2,169000
RL,Pave,HLS,Gilbert,1Fam,SLvl,6,1997,1997,PConc,754,1384,TA,2,161500
RL,Pave,Lvl,StoneBr,TwnhsE,1Story,8,2000,2000,PConc,1652,1652,Ex,2,251000
RL,Pave,Lvl,Gilbert,1Fam,SLvl,6,1994,1994,PConc,924,1694,TA,2,160000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1999,2000,PConc,947,1714,TA,2,180000
RL,Pave,Lvl,Gilbert,1Fam,2Story,7,1996,1996,PConc,691,1553,Gd,2,178750
RL,Pave,Lvl,Gilbert,1Fam,1Story,7,1995,1996,PConc,1253,1253,TA,2,176000
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1999,2003,PConc,957,2299,TA,2,204000
RL,Pave,Lvl,Gilbert,1Fam,1Story,7,1992,1993,PConc,1187,1187,Gd,2,160000
RL,Pave,Lvl,Gilbert,1Fam,SLvl,7,1991,1992,PConc,802,1472,Gd,2,160000
RL,Pave,Lvl,Gilbert,1Fam,SLvl,7,1992,1992,PConc,812,1482,Gd,2,163900
RL,Pave,Lvl,Gilbert,1Fam,2Story,6,1993,1994,PConc,910,1642,TA,2,168000
RL,Grvl,Lvl,Gilbert,1Fam,1Story,6,1964,1964,CBlock,1128,1128,TA,2,154204
RL,Pave,Lvl,StoneBr,TwnhsE,1Story,8,1986,1986,CBlock,1088,1088,Gd,2,170000
RL,Pave,Lvl,StoneBr,TwnhsE,2Story,7,1984,1984,CBlock,1190,2090,Gd,2,207500
RL,Pave,Lvl,StoneBr,TwnhsE,1Story,8,1988,1988,CBlock,1179,1179,TA,2,182000
RL,Pave,HLS,StoneBr,TwnhsE,1Story,8,1990,1990,PConc,1321,1321,Gd,2,212000
RL,Pave,HLS,StoneBr,1Fam,1Story,9,2005,2006,PConc,1922,1922,Gd,3,377426
RL,Pave,Lvl,StoneBr,1Fam,2Story,8,2005,2005,PConc,1164,2541,Ex,3,349265
RL,Pave,Lvl,StoneBr,1Fam,1Story,9,2006,2007,PConc,2338,2338,Gd,3,591587
RL,Pave,Lvl,Gilbert,2fmCon,1Story,5,1969,1990,CBlock,1424,1424,TA,3,155000
RL,Pave,HLS,StoneBr,TwnhsE,1Story,9,2006,2006,PConc,1612,1612,Ex,2,319900
RL,Pave,HLS,StoneBr,1Fam,1Story,8,2007,2007,PConc,1419,1419,Gd,2,392000
RL,Pave,HLS,StoneBr,1Fam,1Story,8,2006,2006,PConc,2234,2234,Gd,2,441929
RL,Pave,HLS,StoneBr,1Fam,1Story,10,2006,2007,PConc,2042,2042,Ex,3,455000
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1981,1981,CBlock,1440,1440,Gd,2,182900
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1984,1984,CBlock,1284,1284,TA,2,174000
RL,Pave,Lvl,NWAmes,1Fam,SLvl,6,1984,2003,CBlock,1140,1868,TA,2,178000
RL,Pave,Lvl,NWAmes,1Fam,2Story,7,1981,2003,CBlock,725,1479,Gd,2,176000
RL,Pave,Lvl,NWAmes,1Fam,1Story,7,1978,1985,CBlock,1664,1664,Gd,2,213000
RL,Pave,Lvl,NWAmes,1Fam,2Story,7,1979,1979,CBlock,1085,1930,Gd,2,192000
RL,Pave,Lvl,NWAmes,1Fam,2Story,7,1977,1977,CBlock,1161,1969,TA,2,190000
RL,Pave,Lvl,NWAmes,1Fam,2Story,6,1976,1976,CBlock,1118,2030,Gd,2,195000
RL,Pave,Lvl,NWAmes,1Fam,SLvl,6,1978,1978,CBlock,1032,1032,TA,2,148000
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1984,1984,CBlock,1177,1177,Gd,2,151500
RL,Pave,Lvl,NWAmes,1Fam,SLvl,7,1979,1979,CBlock,1040,1725,TA,2,197000
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1979,1999,CBlock,1353,1353,TA,2,192350
RL,Pave,Lvl,NWAmes,1Fam,2Story,5,1969,1969,CBlock,780,1620,TA,2,152000
RL,Pave,Lvl,NWAmes,1Fam,1Story,6,1971,1971,CBlock,1220,1220,TA,2,170000
RL,Pave,Lvl,NWAmes,1Fam,1Story,5,1971,1971,CBlock,1484,1484,TA,2,175000
RL,Pave,Lvl,NWAmes,1Fam,2Story,6,1968,1968,CBlock,1041,1743,TA,2,175000
RL,Pave,Lvl,NWAmes,1Fam,2Story,7,1976,1976,CBlock,1142,1935,TA,2,197900
RL,Pave,Lvl,NWAmes,1Fam,SLvl,7,1976,1976,CBlock,1324,1324,Gd,2,174000
RL,Pave,Lvl,NWAmes,1Fam,2Story,6,1974,1974,CBlock,1084,1877,TA,2,178900
RL,Pave,Lvl,NAmes,1Fam,SLvl,5,1971,2005,CBlock,576,1109,TA,1,139000
RL,Pave,Lvl,NAmes,1Fam,1Story,6,1971,1971,CBlock,981,981,TA,2,143250
RL,Pave,Lvl,NAmes,1Fam,2Story,7,1972,2004,CBlock,725,1479,Gd,2,184000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1970,1990,CBlock,1422,1422,TA,2,155000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1970,2002,CBlock,914,914,Ex,1,133000
RL,Pave,Lvl,NAmes,1Fam,1Story,5,1971,1971,CBlock,950,950,TA,1,119500
RL,Pave,Lvl,NAmes,1Fam,1Story,4,1971,1971,CBlock,872,872,TA,4,123000
RL,Pave,Lvl,NAmes,1Fam,1Story,4,1971,1971,CBlock,858,858,TA,1,110000
RL,Pave,Lvl,NAmes,1Fam,1Story,4,1961,1961,BrkTil,914,914,TA,1,128000
RL,Pave,Lvl,NAmes,1Fam,1Story,4,1971,1971,PConc,864,864,TA,2,120500
RH,Pave,Lvl,NAmes,TwnhsE,SFoyer,7,1998,1998,PConc,767,767,TA,1,133000
RH,Pave,Lvl,NAmes,TwnhsE,1Story,6,2001,2001,PConc,1337,1337,Gd,2,155000
RH,Pave,Lvl,NAmes,TwnhsE,1Story,6,1997,1998,PConc,1337,1337,Gd,2,177000
RM,Pave,Lvl,BrDale,Twnhs,2Story,6,1973,1973,CBlock,525,1092,TA,1,113500
RM,Pave,Lvl,BrDale,Twnhs,2Story,6,1973,1973,CBlock,672,1218,TA,1,113000
RM,Pave,Lvl,BrDale,Twnhs,2Story,6,1973,1973,CBlock,672,1218,Ex,1,113700
